id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46352,A room in Pasolini's house,467810,Eleonora,,Porto - Saragozza,44.49163,11.33398,Private room,68,2,479,2025-09-04,2.62,2,65,41,IT037006C1C1767
59697,COZY LARGE BEDROOM in the city center,286688,Paolo,,Santo Stefano,44.48817,11.34124,Private room,50,31,242,2025-06-08,1.55,2,148,2,
85368,Garden House Bologna,467675,Anna Maria,,Santo Stefano,44.47888,11.35625,Entire home/apt,92,2,64,2025-05-25,0.39,1,256,4,IT037006C2QKQSH3S7
219878,Top floor with elevator for Long and Short Stays,1139326,Elisa,,Santo Stefano,44.48787,11.35392,Entire home/apt,133,28,185,2025-09-13,1.09,1,315,13,IT037006C2HQERHOGR
229114,Terrace between fair&city center,1196205,Davide,,Navile,44.51072,11.34957,Entire home/apt,143,3,99,2025-09-11,0.63,1,328,16,IT037006C2KRRTWGRT
266777,BOLOGNA CENTRE APARTMENT W/ GARDEN,1398894,Giulia,,Porto - Saragozza,44.49544,11.33114,Entire home/apt,71,180,51,2020-03-01,0.31,1,0,0,
374610,Monolocale con WIFI cucina-bagno!,1884566,Federico,,Santo Stefano,44.48921,11.35713,Entire home/apt,,2,115,2025-04-03,0.75,4,116,1,IT037006C2PTCUBVDK
383256,Appartamento Open Space in centro!,1884566,Federico,,Porto - Saragozza,44.49984,11.34307,Entire home/apt,184,2,237,2025-08-21,1.45,4,40,17,IT037006C2UYW8RN2A
411523,Melograno's house,2048622,Irene,,Santo Stefano,44.4931,11.35442,Entire home/apt,162,2,143,2025-04-28,0.96,2,264,6,IT037006C2VL6I3CIH
584370,Cosy Single Room with  bathroom,2879369,Andrea,,Porto - Saragozza,44.49084,11.31162,Private room,122,1,27,2025-03-23,0.18,4,176,3,IT037006C1AZJOO6IC
606753,Two rooms in Bologna,2671558,Fabio,,Santo Stefano,44.47564,11.3727,Shared room,25,31,6,2015-08-17,0.04,2,20,0,
648513,Cosy studio in the World Heritage site,95428,Simona,,Porto - Saragozza,44.4937,11.34051,Entire home/apt,68,31,13,2024-10-08,0.08,2,125,2,
670725,Camera singola e bagno accogliente,3398944,Enzo,,Savena,44.46969,11.37699,Private room,86,1,8,2025-04-07,0.05,2,356,2,IT037006C1NJHJEAKO
684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,,Navile,44.51693,11.34565,Entire home/apt,106,31,4,2018-11-11,0.03,1,0,0,
690226,Bologna on the roof,2048622,Irene,,Santo Stefano,44.49007,11.35267,Entire home/apt,167,3,119,2025-09-18,0.75,2,292,17,IT037006C2VJWVDVI8
724304,Bologna cities and universities,3026417,Michela,,Santo Stefano,44.49383,11.35173,Entire home/apt,97,3,83,2025-07-20,0.54,1,270,9,IT037006C2M7CXWSAL
732525,room in Bologna with bathroom,2879369,Andrea,,Porto - Saragozza,44.49228,11.31329,Private room,196,1,19,2025-05-19,0.13,4,353,2,IT037006C1AZJOO6IC
742415,"large, quiet, in front off the the Bologna's fair",3858191,Ennio,,San Donato - San Vitale,44.50522,11.36354,Entire home/apt,1293,2,51,2025-05-25,0.37,2,333,6,IT037006C2HV3EKFPU
787769,cosy apartment downtown with terrace,4152306,Lisa,,Santo Stefano,44.49862,11.34679,Entire home/apt,108,2,59,2025-09-21,0.38,1,196,46,IT037006C2AQ79LH8E
793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,60,3,388,2025-06-30,2.51,2,135,5,IT037006C2G2VFPREL
804596,Riva Reno 114 - A quiet Place in the city center,4235069,Elena,,Porto - Saragozza,44.4988,11.33933,Entire home/apt,186,2,261,2025-07-07,1.69,2,241,14,IT037006C26N837VRZ
840951,Attic in historical center,4170880,Laura,,Porto - Saragozza,44.49442,11.33176,Entire home/apt,96,3,157,2025-08-28,1.02,1,206,11,IT037006C2EUZAFYGV
842573,Artist's house,4399085,Anna,,Santo Stefano,44.48589,11.34867,Entire home/apt,65,31,47,2022-07-22,0.31,1,141,0,
860436,close to the station & the center with priv. bath.,4506590,Alessandro,,Navile,44.50986099243164,11.349018096923828,Private room,261,1,47,2025-01-01,0.31,2,92,1,IT037006B48EBY34UV
884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49756,11.34428,Entire home/apt,120,1,722,2025-09-13,4.72,4,258,7,IT037006B4784CFSIV
944794,PrettyJewel Attic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,70,2,203,2025-09-13,1.33,1,160,22,IT037006C25IFOGG93
952460,Apartment in the historical center,4928901,Milena,,Santo Stefano,44.48727,11.35021,Entire home/apt,129,2,292,2025-09-16,1.92,1,223,25,IT037006C2E9QOBMFB
953017,AmaBologna B&B Double Room,374533,Ersi,,Porto - Saragozza,44.48837,11.32102,Private room,72,2,22,2025-06-22,0.14,1,50,8,IT037006C1WTADJVPO
967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,87,1,590,2025-05-03,3.87,4,204,13,IT037006B4784CFSIV
981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.46947,11.37668,Private room,120,1,9,2025-04-13,0.07,2,363,2,IT037006C1NJHJEAKO
981727,"I 4 GATTI Guesthouse. Room 6, Quadruple 2° floor",5234186,Filippo,,Porto - Saragozza,44.49084,11.32876,Private room,176,1,38,2023-06-26,0.27,6,118,0,IT037006B4CPTDI69A
993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48874,11.31987,Private room,162,1,175,2025-09-11,1.18,2,31,20,IT037006C1WFZEASB6
1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54373,11.24921,Entire home/apt,206,4,36,2025-04-04,0.24,2,348,2,IT037006C1ZV7AL3BX
1007486,Appartamento con palestra e parcheggio gratuito.,5512231,Federica,,Borgo Panigale - Reno,44.54531,11.24846,Entire home/apt,171,4,3,2022-03-19,0.02,2,360,0,IT037006C1ZV7AL3BX
1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49749,11.33207,Entire home/apt,186,2,126,2025-04-22,0.87,2,340,1,IT037006C2TPLR87MR
1029853,Bologna Best Bed : feel at home,4259314,Valter,,Navile,44.519380008926845,11.341218516898035,Entire home/apt,75,4,250,2025-07-12,1.65,1,37,18,IT037006C2ZPP79BR2
1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.52287,11.27813,Private room,27,31,209,2024-10-05,1.40,1,44,1,
1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,79,3,595,2025-09-13,3.99,1,171,55,IT037006C2GHZDQTIU
1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51927,11.27655,Private room,30,31,166,2023-10-03,1.11,1,365,0,
1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,120,1,363,2025-09-02,2.50,4,257,6,IT037006B4784CFSIV
1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,80,1,154,2025-06-12,1.09,4,232,4,IT037006B4784CFSIV
1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.49991,11.33958,Private room,,1,5,2016-03-23,0.04,3,0,0,IT037006B4Q42KZ5FW
1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49995,11.33833,Private room,,31,19,2018-03-27,0.13,3,0,0,IT037006B4Q42KZ5FW
1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49802,11.33887,Private room,,31,10,2016-04-08,0.07,3,0,0,
1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,,Borgo Panigale - Reno,44.5038,11.29537,Private room,36,31,38,2020-07-12,0.26,1,325,0,
1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48934,11.33218,Entire home/apt,92,31,151,2025-06-03,1.03,1,101,7,
1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49725,11.34464,Entire home/apt,84,31,474,2025-07-19,3.21,1,187,23,
1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,83,2,816,2025-09-08,5.60,1,117,70,Exempt
1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.48831,11.31969,Private room,210,1,28,2025-05-04,0.20,2,31,2,IT037006C1WFZEASB6
1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49264,11.36851,Entire home/apt,335,1,33,2025-04-28,0.25,5,362,1,IT037006B47ILIFIEB
1566003,I portici di via Piella,8325248,Massimo,,Santo Stefano,44.49809646606445,11.345027923583984,Entire home/apt,109,3,1052,2025-09-05,7.20,3,235,75,IT037006B4KZAC8C8W
1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51842,11.33839,Private room,25,31,90,2024-12-08,0.62,1,332,2,
1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.49107,11.33563,Private room,64,2,505,2025-09-05,3.44,2,74,41,IT037006C1C1768
1588677,Cozy at Bologna's best location!,2345001,Demian,,Porto - Saragozza,44.4946,11.33089,Entire home/apt,53,31,122,2025-06-15,0.84,1,272,2,
1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.4901393,11.3381074,Entire home/apt,60,28,76,2025-07-06,0.53,3,325,5,IT037047C2CY9BBF83
1739565,Casa Letizia ONE city center mansion TWO TOWERS,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,227,3,338,2025-10-05,2.32,2,91,23,IT037006B4QYHNSSWM
1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49336,11.35232,Hotel room,357,1,0,,,3,22,0,IT037006B4DVY2C3MZ
1863235,Exclusive Luxury Loft near Bologna Center,8864905,Robert,,Savena,44.47649,11.38409,Entire home/apt,123,5,60,2025-09-15,0.43,1,322,13,IT037006C228TVFDUC
1872453,RoomTouchAndGo Fiera Bologna,9757089,Leonardo,,Navile,44.51449,11.35782,Entire home/apt,174,1,17,2025-06-06,0.13,1,138,8,IT037006C2UVGQK62L
1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.49815,11.34859,Private room,22,31,20,2018-04-16,0.14,1,274,0,
2212785,Appartamento soggiorni brevi,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,63,2,34,2025-09-20,0.69,1,312,13,IT037006C2Z53ZVWA2
2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50452,11.30869,Private room,,31,208,2025-07-19,1.48,1,35,5,
2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,209,3,191,2025-09-04,1.95,2,103,4,IT037006B4QYHNSSWM
2273362,"Bijou House centro storico, free wi-fi, 2 Smart Tv",11606565,Cristina,,Santo Stefano,44.496986,11.349187,Entire home/apt,188,31,25,2024-10-05,0.19,1,333,1,
2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,113,1,355,2025-09-09,2.93,4,40,42,IT037006B4VCATE6IV
2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51604,11.27732,Entire home/apt,99,2,326,2025-09-19,2.31,1,113,69,IT037006C24LJZLNB7
2330299,AtHOME No35 - Queen,11901723,Julia,,Santo Stefano,44.49948,11.35101,Private room,154,1,39,2025-08-27,1.24,2,359,11,IT037006C14X9ESNKG
2359237,Appartamento DIDI,11467146,Valentina,,San Donato - San Vitale,44.49091,11.37744,Entire home/apt,135,2,43,2025-10-03,1.15,1,257,9,IT037006C2VTL865VY
2378587,Z8 Terra - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,,Santo Stefano,44.501881,11.351547,Entire home/apt,180,1,331,2025-08-23,2.36,15,44,14,IT037006B4MZ5T6WVG
2390692,[Historic Centre] Enchanting Retreat + Sunny Patio,11543364,Giovanna,,Santo Stefano,44.48787,11.35473,Entire home/apt,152,2,94,2025-09-06,0.67,2,184,28,IT037006C2LTLGPO7V
2409234,bungalow with two bedrooms,10565373,Michela,,Borgo Panigale - Reno,44.5147,11.28499,Entire home/apt,219,1,108,2025-09-13,0.77,20,132,11,IT037006B4QCSUMSZL
2423689,IN FIERA 8: elegant front fair,3858191,Ennio,,San Donato - San Vitale,44.50521469116211,11.363539695739746,Entire home/apt,641,2,19,2025-01-02,0.14,2,334,1,IT037006C2X15PXWCW
2427429,modern loft with private garden,10565373,Michela,,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,176,1,59,2024-02-25,0.42,20,0,0,IT037006B4QCSUMSZL
2427567,indipendent and bright studio,10565373,Michela,,Borgo Panigale - Reno,44.51452,11.28516,Entire home/apt,163,1,74,2025-08-16,0.53,20,0,4,IT037006B4QCSUMSZL
2448735,House 15 min. from Bologna center,10565373,Michela,,Borgo Panigale - Reno,44.51457,11.28426,Entire home/apt,179,1,70,2025-08-09,0.52,20,20,1,IT037006B4QCSUMSZL
2486018,Live in history: loft with frescos,12721393,Monella,,Porto - Saragozza,44.49893,11.34155,Entire home/apt,168,4,420,2025-08-27,3.00,1,251,31,IT037006C2MDI33LVY
2531214,Bright and Peaceful Apartment in Historic Palazzo,6318533,Luca,,Santo Stefano,44.49333,11.35161,Entire home/apt,249,2,529,2025-08-19,3.78,3,175,22,IT037006B443RYLZGJ
2572332,Central Flat in the Greenery,13172321,Eleonora,,Santo Stefano,44.48794,11.33223,Entire home/apt,78,2,251,2025-07-05,1.80,1,77,29,IT037006C2ANO3TJLK
2603387,centralissimo piazza Cavour ad.ze,3694938,Angela,,Santo Stefano,44.49007,11.34569,Entire home/apt,56,31,347,2024-12-15,2.63,1,264,14,
2719377,Bologna's roofs,13916122,Barbara,,Santo Stefano,44.49421,11.35456,Entire home/apt,111,5,82,2025-06-22,0.68,1,257,14,IT037006C1DQCUNLZZ
2719751,Il paradiso dell'arte,13918024,Simona,,Santo Stefano,44.48237,11.35965,Private room,38,5,121,2025-07-31,0.89,1,113,4,"I applied for a CIN, but haven’t received it yet"
2719775,Mum's house - Casa di Mamma (it037006c2l2cc4qk9),13918236,Franca E Mario,,Navile,44.507668,11.342004,Entire home/apt,99,2,178,2025-09-21,1.64,1,172,28,IT037006C2l2CC4QK9
2782841,Centralissimo -Of Great Charm,13512216,Marina,,Santo Stefano,44.49027,11.34666,Entire home/apt,86,32,77,2023-09-23,0.56,1,357,0,
2809231,stanza doppia vicino Fiera/double room near Fiera,14367101,Flavio,,San Donato - San Vitale,44.5022,11.36882,Private room,118,31,8,2023-09-18,0.06,3,365,0,
2826093,Affitto Camera Bologna ad.aeroporto,8063636,Claudia,,Borgo Panigale - Reno,44.52062,11.2749,Entire home/apt,85,2,194,2024-07-13,1.40,1,144,0,IT037006C2WCX7MBYR
2963789,CASA LUCY APARTMENTS,15124572,Giorgia,,Borgo Panigale - Reno,44.51005,11.28928,Entire home/apt,101,1,64,2020-01-31,0.46,1,80,0,IT037006C2XCDI3SBM
3064628,A casa di zoe | in the heart of BO,15597400,Laura,,Porto - Saragozza,44.49619,11.33653,Entire home/apt,343,2,552,2025-09-05,4.05,1,142,56,IT037006B4WP959WW4
3073487,Charming open space in the center,10773994,Lucie,,Santo Stefano,44.48569,11.35051,Entire home/apt,80,31,223,2022-09-15,1.64,1,83,0,
3100947,Room wifi tv ac center town,15766914,Anthony,,Santo Stefano,44.49318,11.34981,Entire home/apt,135,3,587,2025-09-02,4.31,3,302,56,IT037006BD5F4RWXP
3216486,Stanza Privata,16289536,Fabio,,Navile,44.50893,11.34258,Private room,44,31,677,2024-01-01,5.29,1,46,0,
3307389,A blue touch. Mini apartment with kitchenette,16699849,Giovanna,,Porto - Saragozza,44.49888,11.3224,Entire home/apt,63,2,173,2025-09-17,1.38,1,177,45,IT037006C1PPUIBDCS
3333656,Jolly Farmer FIERA,16825353,Giuseppe,,Navile,44.51324,11.35239,Private room,850,31,17,2023-09-27,0.17,1,365,0,
3340388,Apartment Bologna Center- San Vitale,11432537,Sabina,,San Donato - San Vitale,44.49522,11.35734,Entire home/apt,135,3,64,2025-09-16,0.48,1,14,12,IT037006C22CENOPHX
3515960,Central Silent and Cosy apartment,6318533,Luca,,Santo Stefano,44.49111,11.35587,Entire home/apt,170,2,231,2023-10-30,2.10,3,141,0,IT037006B4T9RRY3AS
3573660,Pvt Room in beautiful flat in the city center,11580855,Jj,,Santo Stefano,44.48976,11.35412,Private room,48,31,19,2024-07-14,0.14,2,325,0,
3600856,"Bright and quiet design attic, with terrace",11123926,Fabio,,Santo Stefano,44.48709487915039,11.352633476257324,Entire home/apt,145,2,7,2025-05-17,0.05,1,306,3,IT037006C2H62SJ4BQ
3794422,fiera delizioso mini appartamento,19486149,Mauro,,San Donato - San Vitale,44.50989,11.3576,Entire home/apt,116,2,169,2025-09-13,1.26,1,45,27,IT037006C2OVKYMO94
3837496,Stanza privata nel centro storico,7419507,Sara,,Porto - Saragozza,44.49914,11.32817,Private room,58,31,525,2025-08-06,3.91,1,240,58,"I applied for a CIN, but haven’t received it yet"
3854536,Cozy Studio Flat in central Bologna,11500940,Alessandro,,Santo Stefano,44.48772,11.33975,Entire home/apt,178,31,40,2016-10-11,0.30,1,90,0,
3869505,Casa Morandi una Bologna insolita,19982224,Maurizia,,San Donato - San Vitale,44.52578,11.40242,Private room,98,1,16,2025-04-13,0.13,3,349,2,IT037006C1HH4QN5EM
3978327,Accogliente e spazioso appartamento,9265951,Cristina E Ron,,San Donato - San Vitale,44.50403,11.35811,Entire home/apt,90,5,31,2024-09-18,0.23,1,51,0,IT037006C23U7TC6Z5
3988800,Central apartment private entrance and garden,20677762,Silvia,,Porto - Saragozza,44.49344,11.3201,Entire home/apt,113,2,91,2025-06-01,0.93,2,293,9,IT037006B49XSAB2UQ
4051295,B&B S. Giovanni in Monte,20806935,Anna,,Santo Stefano,44.49094,11.35035,Private room,,2,361,2025-09-25,2.69,1,30,53,IT037006C174JK7TZ9
4056393,CasainCentroBologna!House in City Center Bologna!,21037470,Sergio,,Porto - Saragozza,44.49689,11.33809,Entire home/apt,223,2,131,2025-09-05,0.99,1,18,18,IT037006C2S9XFG35N
4071051,Flat Bologna,21115118,Tenuta,,Savena,44.47116,11.37448,Entire home/apt,71,31,22,2025-06-30,0.17,1,296,2,
4111283,Secret courtyard in Bologna's center,16516907,Anna Maria,,Santo Stefano,44.48784,11.35047,Entire home/apt,161,3,391,2025-06-30,3.03,2,314,25,IT037006C2TSQOAJUT
4136349,Feeling at home in bologna,20450769,Caterina,,San Donato - San Vitale,44.49874,11.41059,Entire home/apt,52,31,25,2019-09-27,0.19,1,233,0,
4147236,Deliziosa casetta di charme!,21514498,Gabriella,,Santo Stefano,44.48631,11.34088,Entire home/apt,76,2,552,2025-09-16,4.12,1,215,30,IT037006C2XHTXFPNH
4156614,Luxurious apartment at the center,18015558,Veronica,,Santo Stefano,44.48778,11.34176,Entire home/apt,120,31,1,2014-09-26,0.01,1,365,0,
4166793,Centralissimo Bologna,8325248,Massimo,,Santo Stefano,44.50092,11.34456,Entire home/apt,161,3,997,2025-08-22,7.83,3,247,47,IT037006C2QEZKSX5X
4189367,Apartment in the Heart of the city,21733407,Patrizio,,Santo Stefano,44.49579,11.35179,Entire home/apt,,1,309,2025-09-15,2.31,4,15,8,IT037006C2AJ9LSVVC
4203326,Two steps to Fiera of Bologna,20800803,Flavia,,Navile,44.5193,11.35767,Entire home/apt,422,1,229,2025-09-01,1.97,2,226,22,IT037006B4WADJ7V59
4254158,The Attic - Casa Fluò Relais,17806592,Casa Fluò,,Santo Stefano,44.44594,11.31958,Private room,171,31,1,2023-05-30,0.04,3,365,0,
4254214,Blue Room - Casa  Fluò Relais,17806592,Casa Fluò,,Santo Stefano,44.44503,11.32054,Private room,166,31,4,2023-02-25,0.04,3,365,0,
4254270,Red Room - Casa Fluò Relais,17806592,Casa Fluò,,Santo Stefano,44.44385,11.31882,Private room,166,31,0,,,3,365,0,
4256731,"ACCOGLIENTE,PANORAMICO,STRATEGICO!!",16454233,Silvana,,Santo Stefano,44.4837,11.37261,Entire home/apt,51,31,2,2014-10-12,0.01,1,0,0,
4275165,LOVELY & QUITE NEAR AIRPORT&STATION,10565373,Michela,,Borgo Panigale - Reno,44.51474,11.28477,Entire home/apt,202,1,78,2025-07-21,0.60,20,35,6,IT037006B4QCSUMSZL
4275390,VERY BELLO TRA STAZIONE E AEROPORTO,10565373,Michela,,Borgo Panigale - Reno,44.51443,11.28442,Entire home/apt,157,1,84,2020-08-13,0.66,20,0,0,IT037006B4QCSUMSZL
4296228,Villa Alma Monolocale 2,22303074,Gianluca,,Santo Stefano,44.4792,11.33516,Entire home/apt,160,3,17,2019-11-10,0.13,2,39,0,IT037006C2MKRKUF3N
4314754,Oasis in Bologna,1174780,Anna,,Porto - Saragozza,44.50005,11.32431,Private room,96,1,83,2023-10-16,0.65,1,351,0,"I applied for a CIN, but haven’t received it yet"
4349939,Villa Alma Monolocale 1,22303074,Gianluca,,Santo Stefano,44.47871,11.33482,Entire home/apt,144,4,23,2019-10-15,0.18,2,38,0,IT037006C2MKRKUF3N
4354364,TUTTO IL RESTO E' NOIA,22603528,Massimiliano,,Borgo Panigale - Reno,44.5326,11.27643,Entire home/apt,143,31,3,2017-03-20,0.02,1,365,0,
4394039,SleepInBo - nella quiete e comodo,22809996,Antonio,,Porto - Saragozza,44.49569,11.32508,Entire home/apt,94,2,90,2025-07-07,0.68,1,1,18,IT037006C2PE7IRSFR
4471957,La Zucca B&B - Bologna,23172214,Luca,,Navile,44.51336,11.34922,Private room,89,1,133,2025-06-29,1.04,1,312,27,IT037006C1K6JPLZ7W
4524306,"Elegante, silenzioso centrale 150MQ",23454525,Antonio,,Porto - Saragozza,44.49946,11.33719,Entire home/apt,162,6,84,2025-08-06,0.69,1,228,11,IT037006C27VHXG3HR
4607961,La Piazzetta Apartment,21309878,Cinzia,,Porto - Saragozza,44.50128,11.34359,Entire home/apt,183,1,407,2025-09-05,3.10,3,287,40,IT037006C2RUE7T5EV
4706776,COZY LARGE BEDROOM in the city center,286688,Paolo,,Santo Stefano,44.48728,11.34222,Private room,45,31,58,2025-05-31,0.44,2,115,2,
4773350,A Bologna Cosy apartment,24620140,Lucia,,Porto - Saragozza,44.49081,11.33216,Entire home/apt,112,4,546,2025-08-11,4.17,1,66,37,IT037006C2VU8MWKY
4791993,Casa Romagnoli,24697543,Fabio,,Santo Stefano,44.47438,11.36997,Entire home/apt,53,31,18,2016-10-16,0.14,1,136,0,
4870519,B&B Acasamia: camera  1 BLU,4373635,B&B A Casa Mia,,Porto - Saragozza,44.49522,11.33001,Private room,,1,96,2025-10-01,0.76,4,318,33,IT037006C1CYUT8PJ5
4953647,A due passi - camera Luna CIN  it037006C1SHOEH52U,25533311,Piero,,Porto - Saragozza,44.49489,11.33976,Private room,134,2,171,2025-06-17,1.41,2,52,26,IT037006C1SHOEH52U
5012513,"When the '500's Poetry ""Checked in""",25852274,Maria Chiara,,Porto - Saragozza,44.49469,11.33891,Entire home/apt,95,2,326,2025-07-15,2.54,1,64,17,IT037006AT03829
5013391,A due passi - camera Sole CIN  it037006C1SHOEH52U,25533311,Piero,,Porto - Saragozza,44.49412,11.33886,Private room,133,2,127,2025-09-14,1.00,2,70,25,IT037006C1SHOEH52U
5033080,Ca' di Vale: uno scorcio sui tetti,25982140,Carlotta,,Porto - Saragozza,44.49258,11.33192,Entire home/apt,79,3,134,2025-07-02,1.07,1,322,1,IT037006C2BJHAKA73
5054237,Muà Boutique R&B,26096836,Uberto,,Porto - Saragozza,44.49553,11.33391,Private room,320,1,0,,,1,228,0,IT037006B47QC3HWC3
5125479,Charming apartment in the center,26492441,Giulio,,Porto - Saragozza,44.49332,11.33497,Entire home/apt,90,2,119,2025-06-30,0.93,1,297,14,IT037006C2B294F667
5229284,Charming Apartment in Old Town,27060471,Marco,,Porto - Saragozza,44.50421,11.33705,Entire home/apt,93,2,125,2025-09-20,0.99,1,61,20,IT037006C27VSL5QTS
5315089,Bright studio apartment with terrace in the center,27532595,,,Porto - Saragozza,44.50185,11.34215,Entire home/apt,90,31,694,2025-08-08,5.44,1,275,44,
5428240,LUXURY ATTIC WITH PRIVATE LIFT IN THE CITY CENTER,8412805,Carolina & Cristina,,Porto - Saragozza,44.4891,11.33718,Entire home/apt,350,2,375,2025-08-09,3.05,4,265,41,IT037006C29RT47H7C
5437583,affitto camera da letto matrimoniale,28208028,Maria,,Borgo Panigale - Reno,44.50661,11.29698,Private room,45,31,122,2024-11-25,0.95,1,362,7,
5458272,HAPPY HOME BO Fair Free Parking * *,28285881,Roberta & Mario,,San Donato - San Vitale,44.502,11.36158,Entire home/apt,7431,1,278,2025-10-03,2.17,2,247,31,IT037006C2R44LGCBV
5505257,Martini's interno 4,28458607,Donata,,Porto - Saragozza,44.49584,11.3277,Entire home/apt,113,3,567,2025-09-21,4.43,2,140,52,IT037006B44BM76XEJ
5509330,BeHome | Studio Flat Near City Center & University,28574369,Giuseppe,,Santo Stefano,44.49902,11.35469,Entire home/apt,163,2,70,2025-09-17,0.62,1,262,6,IT037006C2MFQLVWBM
5530453,Casa delle Moline.......nel cuore di Bologna,28533520,Michela,,Santo Stefano,44.49866,11.34594,Entire home/apt,,2,120,2025-09-11,0.94,1,0,16,IT037006C2A3LD6A5K
5596670,Residenza Littera,4136566,M,,Porto - Saragozza,44.4929,11.32905,Entire home/apt,,31,261,2023-10-22,2.04,1,0,0,
5596958,Quiet House in Bologna center,21694640,Paolo,,Santo Stefano,44.49138,11.35653,Entire home/apt,126,1,204,2025-08-30,1.73,4,274,18,IT037006C2CJEN9BZE
5623483,Lovely  in the hearth of Bologna,9643122,Franco,,Porto - Saragozza,44.49249,11.33591,Entire home/apt,130,2,123,2025-06-21,0.96,1,142,23,IT037006C2XLWNQ8WE
5663061,Brand new apt in city center,22818703,Alessandro,,Porto - Saragozza,44.49256,11.33822,Entire home/apt,171,2,370,2025-09-07,2.92,3,233,39,IT037006B4WG9UI5US
5837131,LikeHome - Accoglienza in centro storico,30169759,Jonathan,,Santo Stefano,44.48927,11.34877,Entire home/apt,85,3,364,2025-09-19,2.87,1,144,31,IT037006C29TGWPH5S
5856975,"Le stanze di Sara - room ""Elegante""",29995287,Marco,,Porto - Saragozza,44.49759,11.33328,Private room,109,2,42,2025-06-09,0.35,3,329,8,IT037006C1FSIQEDE3
5864670,"Le stanze di Sara - room ""Briosa""",29995287,Marco,,Porto - Saragozza,44.4981,11.33339,Private room,106,2,28,2025-04-27,0.26,3,355,3,IT037006C1FSIQEDE3
5865395,"Le stanze di Sara - room""Romantica""",29995287,Marco,,Porto - Saragozza,44.49641,11.33406,Private room,126,2,60,2024-04-11,0.48,3,351,0,IT037006C1FSIQEDE3
5893595,studio with balcony x 2,30605519,Alessandro,,Borgo Panigale - Reno,44.49521,11.29428,Entire home/apt,76,31,5,2023-07-14,0.04,1,90,0,
