id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
864353690351024160,Cozy Apartment - 5 min walk from Garibaldi Station,508654865,Alessandro,,GARIBALDI REPUBBLICA,45.4832228,9.1818641,Entire home/apt,116,2,98,2025-06-08,3.76,2,266,41,IT015146C2VJ5ANAJL
864357809440952341,NOLO Milan: Cute/Confy Apartment,24126774,Riccardo,,LORETO,45.4900458,9.2125196,Entire home/apt,88,31,0,,,1,363,0,
864373439371297095,"Ethnic-chic, a due passi dal Duomo!",9847704,Eva,,TICINESE,45.45665,9.17903,Entire home/apt,165,2,4,2025-04-07,0.30,34,135,3,IT015146C2ZSWQOYG9
864374609446165063,Cozy Apartment San Siro - Fiera,507826499,Gianna,,SELINUNTE,45.46971,9.13062,Entire home/apt,194,1,105,2025-04-21,3.93,1,54,5,IT015146C2BKQS2CN7
864409719593201684,Easylife - Cozy residence with balcony,9025189,Donato,,DERGANO,45.502140974749,9.171772284645584,Entire home/apt,119,1,34,2025-06-09,1.29,345,242,12,IT015146B4W4LGZP2H
864424392344610282,Bilocale arredato e corredato,41919312,Cristian,,DUOMO,45.464853007860725,9.17829756286863,Entire home/apt,800,31,0,,,1,365,0,
864424788859552091,Sempione12-Elegante Bilo con Balcone,356699862,B-Home,,SARPI,45.47772459999999,9.1701982,Entire home/apt,83,2,1,2023-04-24,0.04,87,94,0,"I applied for a CIN, but haven’t received it yet"
864443987297001516,[Pretty House DUOMO-Navigli] Netflix & Design,508890880,Nando,,TICINESE,45.4457324,9.179227899999999,Entire home/apt,93,2,35,2025-06-08,1.37,1,97,16,IT015146C2W6AE9RMF
864499768510721820,Zeus  bellissima stanza in Isola Fidia’s House,508948939,Sergio,,ISOLA,45.48942890000001,9.185565,Private room,95,1,25,2024-01-18,0.95,5,300,0,IT015146C2ZCTNMGL4
864549189306546092,Oasis in Milan city center,13089754,Davide,,PAGANO,45.47348055221117,9.167444459494122,Entire home/apt,,2,13,2024-07-15,0.50,1,0,1,IT015146C2ANBZCXCS
864578548478177305,Camera monolocale,56614258,Andrea,,LODI - CORVETTO,45.4435315,9.214871500000001,Private room,120,1,3,2023-05-12,0.11,2,347,0,IT015146B4INGIXUZF
864611675071582452,Design week April/ may Penthouse  2 rooms  4 pax,7329348,Manuel Giovanni,,LORETO,45.489793996076195,9.215067364275455,Entire home/apt,503,31,0,,,2,365,0,
864637416828805449,SPA & Gym Luxury & Cozy Apartment,15311793,Federico,,GHISOLFA,45.48780642957916,9.163202954814858,Entire home/apt,,31,18,2023-09-29,0.68,2,0,0,
864646032716354207,Taylor’s Love Solferino B&B,144167025,Giovanni,,BRERA,45.47984201167895,9.189130382989928,Entire home/apt,179,1,221,2025-06-01,8.78,1,293,69,IT015146C2IQL83GSE
864876467206088223,Olimpia  bilocale con bagno Fidia’s House,508948939,Sergio,,ISOLA,45.48937,9.18571,Entire home/apt,141,1,12,2023-10-15,0.45,5,206,0,IT015146C2ZCTNMGL4
864891186772613590,Guest Planet - Intero appartamento M1 Gambara,505772709,Guest Planet,,BANDE NERE,45.4661292,9.1341091,Entire home/apt,,2,1,2023-04-23,0.04,21,0,0,IT015146B4MGCEPUS6
864900854944660450,[Montenapoleone]Attico Lusso e Parcheggio Privato,112992531,Laura,,GUASTALLA,45.4638579,9.2008756,Entire home/apt,555,1,4,2023-09-26,0.15,11,0,0,IT015146C2D7DAVEG8
864936752058467573,"NoLo, very comfortable 1 bedroom apartment Metro1",2798010,Emiliano,,LORETO,45.49121808989517,9.219391755759716,Entire home/apt,149,4,3,2025-04-13,0.21,1,61,2,IT015146C2WP8RVKO
864947112325438038,Work Relax & Think Milano: Suite Azzurra,2265416,Romeo Salvatore,,BUENOS AIRES - VENEZIA,45.4794847,9.2038624,Private room,171,31,1,2023-05-30,0.04,2,364,0,
864987245150816199,Cozy apartment in Ortica,36148159,Federico,,LAMBRATE,45.4711814,9.243432199999999,Entire home/apt,81,2,20,2025-06-15,0.76,1,189,5,IT015146C2TH72GF63
864989389998089557,"Duomo 10MIN - Shopping District App., Milano",443954770,Simone,,LORETO,45.488320720736965,9.218471203689113,Entire home/apt,706,1,86,2025-06-16,3.36,6,66,30,IT015146C2QMFE7IYR
865106605827494281,Cozy Navigli Flat in Unique Jungle,12804306,Antimo,,TICINESE,45.4462014,9.1771148,Entire home/apt,,2,39,2024-05-09,1.48,15,0,0,IT015146C2RLVY6GJZ
865126156111476602,Central Station - Your Home From Home,51528612,Andrea,,CENTRALE,45.489030558946155,9.204062338028724,Entire home/apt,176,2,126,2025-06-09,4.77,11,313,51,IT015146C2TMZHYMGT
865180100730619198,"Casa Petra. 
17th century house.",509133583,Federica,,BAGGIO,45.461001999418556,9.089430299999982,Entire home/apt,72,1,46,2025-01-02,1.74,1,329,21,IT015146C2X8NVV7BH
865186334523955246,Puro charme nel cuore di Brera,19748920,Raffaella,,BRERA,45.4734833,9.1872133,Entire home/apt,150,31,7,2024-12-31,0.27,1,292,3,IT015146C2IOHV8JID
865189142311451515,tHE Orange Attic [Navigli] - View on city rooftops,502875742,Giorgio,,NAVIGLI,45.4517701,9.1707912,Entire home/apt,123,1,30,2025-03-05,1.14,18,299,5,IT015146C2O7EMWJK5
865190009844338848,North of Loreto Apartment,347515804,Giancarlo,,LORETO,45.49086291536671,9.22355531961102,Entire home/apt,90,1,172,2025-05-20,6.47,18,125,28,IT015146B43HYB2ZWL
865203676132118120,"Casa Nabá, bilocale in China Town",508807235,Mariadele,,SARPI,45.4826786,9.176887,Entire home/apt,83,1,48,2025-06-02,1.82,1,7,14,IT015146C2GU7PCSJ3
865220217006520365,Bilocale comodo ospedale San Raffaele,13879361,Cristian,,PADOVA,45.5004514,9.234499399999999,Entire home/apt,68,3,4,2025-06-02,0.16,2,89,1,IT015146C2JP6TCCXE
865221702291049907,2BR in via Tortona Fashion Distr- M4 in 5min walk,31203693,Riccardo,,TORTONA,45.45068,9.15556,Entire home/apt,,2,125,2025-06-01,4.73,2,350,40,IT015146C2DYODZI7I
865231360858451639,Exclusive Loft Banksy in Porta Romana,229097670,Lorenzo,,PORTA ROMANA,45.45630013687313,9.205237071411133,Entire home/apt,120,1,37,2025-06-14,1.39,18,332,34,IT015146C2YL653X9O
865299681736545744,BandeNereAttico,129702539,Andrea,,BANDE NERE,45.4615172,9.1335738,Entire home/apt,120,1,63,2025-05-27,2.40,7,112,20,IT015146C2BK5UPEZF
865304523528331801,Casa Vercelli,246130853,Francesca,,PAGANO,45.46746510550528,9.161147364441012,Entire home/apt,228,1,13,2025-04-11,0.51,3,361,5,IT015146C26KKLHF47
865315246910565266,Castiglioni 2a,139264261,Daniela,,VILLAPIZZONE,45.50328,9.1469,Entire home/apt,75,3,31,2025-06-03,1.17,1,350,8,IT015146C2T5MIHD6U
865417785396666851,Suite Room Cascina  Merlata [Rho Fiera-Galeazzi],226791938,Marco,,MAGGIORE - MUSOCCO,45.51211,9.09947,Private room,57,2,15,2024-10-11,0.57,1,272,1,IT015146C2TPSDLPS9
865582962219576558,VM4 Lovely SUITE 10 mins from Duomo!,21263361,Claudio,,LODI - CORVETTO,45.440810334980675,9.226655451213706,Entire home/apt,61,2,190,2025-06-14,7.20,4,257,91,IT015146C2OKESX5V5
865611550044406518,Casa Garibaldi-Isola,69812682,Paolo,,ISOLA,45.4900361,9.183595,Entire home/apt,120,6,4,2025-04-13,0.15,1,322,1,IT015146C2YS6M6DBF
865650822997411194,Fly like a goldfinch to downtown,1889944,Dario,,LORENTEGGIO,45.45497,9.11974,Entire home/apt,56,1,19,2025-04-24,0.72,1,117,8,IT015146C2CLQY32LG
865657544195454534,Montenapoleone Luxury Suite,501646441,Leonardo,,DUOMO,45.4700642,9.1942058,Entire home/apt,486,1,59,2025-02-18,2.23,76,140,8,IT015146C2V6CHS456
865682943849438292,tHE Minimal Chic Home [Isola] - Fast Wifi + A/C,502875742,Giorgio,,ISOLA,45.486909416264204,9.186258157993041,Entire home/apt,112,1,33,2025-06-13,1.24,18,341,12,IT015146C29OQMF6SR
865884048992201737,Design Penthouse & Rooftop • 10 min to Duomo,17439078,Marco,,LODI - CORVETTO,45.434881681209,9.235667114383764,Entire home/apt,147,2,25,2025-06-17,0.95,2,277,21,IT015146C2FTFWRIHD
865888124479928095,Stylish Loft home cinema parking and metro Milan,286082839,Marco,,LORETO,45.4912968887039,9.21675943260393,Entire home/apt,117,1,189,2025-06-10,7.18,6,225,98,IT015146C1T8FWD6MN
865893112167114904,Laura’s garden - quiet place and private parking,15664489,Laura,,NAVIGLI,45.4464251,9.165916,Entire home/apt,104,2,204,2025-06-15,7.73,1,243,77,IT015146C26SQDO745
858502663668846814,Jungle Home,8446581,Elena,,SARPI,45.482227262972046,9.176994288360607,Entire home/apt,140,2,29,2025-06-13,1.33,1,286,19,IT015146C2X33GBYVG
861436150608434668,New green style apartment in the center,9025189,Donato,,DUOMO,45.45892,9.1798,Entire home/apt,146,1,64,2025-06-06,2.42,345,195,17,IT015146B4CBTZTOTG
861450515277078204,"Sebenico, 28 - Nuovissimo Appartamento in Isola",36788421,BnButler,,ISOLA,45.4875104,9.1897471,Entire home/apt,120,1,5,2024-12-23,0.27,86,267,3,IT015146C2BHK92KGH
861452735446852937,Nuovo bilocale in zona Bicocca,498336434,Alessia,,VIALE MONZA,45.52245,9.22648,Entire home/apt,91,31,7,2024-09-02,0.27,1,286,2,
861462621777318965,Design Week House @ BAR BASSO,65759604,Alessandro,,BUENOS AIRES - VENEZIA,45.47765851530368,9.218689095628518,Entire home/apt,90,31,0,,,1,364,0,
861481249503565801,Detached House just 550m from Lancetti FS!,16366171,Cleanbnb House,,FARINI,45.49638805349928,9.17047337937622,Entire home/apt,121,1,30,2025-04-13,1.13,305,233,12,IT015146B4KLERH6VL
861487001312790642,Classbnb - Appartamento a 200m dalla metro Pagano,186736418,Federico,,PAGANO,45.4696457,9.158536,Entire home/apt,,1,4,2024-05-06,0.16,10,0,0,IT015146B4ID274PRS
861494264389442270,Private room close to M2,203949919,Pietro,,STADERA,45.42885,9.1791,Private room,27,31,7,2024-03-01,0.27,1,258,0,
861504899197784984,Little Milan,121523613,Minjun,,VILLAPIZZONE,45.495907308876895,9.143288433551788,Private room,,2,73,2024-10-15,2.97,4,0,11,IT015146C2F5OZCNWO
861512506239487790,San Siro- Fiera Attico con parcheggio e terrazza,18382412,Annarosa,,S. SIRO,45.47967329999999,9.116338599999999,Entire home/apt,576,1,6,2024-07-16,0.25,1,4,1,IT015146C27A927TGG
861652174079229449,Lattanzio Charming Suite - Porta Romana MM3,483317466,Marco,,UMBRIA - MOLISE,45.4489279,9.213256099999999,Entire home/apt,163,2,2,2025-05-10,0.77,1,166,2,IT015146C22WS6IXKV
861672553618596936,2 Bedroom Apartment with Terrace - 6 Guest - Duomo,5053160,Laura,,DUOMO,45.461089488885484,9.182878751852257,Entire home/apt,710,1,19,2025-05-30,0.72,49,175,10,IT015146B4XGAIZQGC
861674531224436845,Monolocale nuovo in zona Prada,14328852,Laura,,EX OM - MORIVIONE,45.44085,9.19821,Entire home/apt,63,4,6,2025-04-16,0.70,1,133,6,IT015146C2QSY5OSWV
861704629443474393,"private Room,private Balcony,Metro,Tram,Polimi",17632255,Zeinab,,LAMBRATE,45.482042327148484,9.240711396083473,Private room,36,9,31,2024-11-02,1.20,4,353,14,IT015146C2RGXZDAGK
862002733199022960,BRERA Luxury Apartment,57377507,Filippo,,BRERA,45.4717607,9.1838031,Entire home/apt,419,2,139,2025-06-16,5.25,1,53,72,IT015146C2HF23FX5R
862020514355171198,Delizioso bilocale a P.ta Romana,225762611,Valeria,,VIGENTINA,45.449408,9.196536,Entire home/apt,154,2,13,2025-04-11,0.49,1,85,5,IT015146C2R2RDK9HK
862024998463546712,"Lovely apartment, Navigli Darsena Tortona MDW",4197638,Valentina,,TICINESE,45.4564119,9.175996,Entire home/apt,126,2,22,2025-04-06,0.87,3,172,8,IT015146C2Y9TA8CEA
862049667425032049,Italianway - Naviglio Pavese 6,27693585,Italianway,,NAVIGLI,45.45162,9.17771,Entire home/apt,107,1,2,2025-04-13,0.09,480,159,1,IT015146B4BCIH2ZYF
862060501912046685,Joyful Naviglio Fortunato Home,70158597,Azzurra,,NAVIGLI,45.4517112,9.1752367,Entire home/apt,225,2,55,2025-05-16,2.10,1,27,6,IT015146C2IHI2M4H3
862068446065254874,Stanza privata con bagno privato nel cuore di Mi,103579612,Daria,,TICINESE,45.45642,9.18143,Private room,128,31,4,2024-10-13,0.16,1,364,2,
862079814294163151,Monolocale appena ristrutturato in Porta Venezia,130171161,Chiara Elisabetta Margherita,,BUENOS AIRES - VENEZIA,45.47894,9.20425,Entire home/apt,95,5,48,2025-06-16,1.80,2,251,15,IT015146C2D363IH9T
862083954282931634,"Appartamento(sansiro stadium,metro m1,Milano fair)",470574490,Federica,,SELINUNTE,45.469466769216005,9.142593988653049,Entire home/apt,98,2,34,2025-06-09,1.55,1,156,22,IT015146C2UNTIUDUN
862087802008027729,PassionSuite 20,109583812,Viviana,,CENTRALE,45.482573560699166,9.205525740981102,Entire home/apt,105,1,171,2025-06-09,6.56,5,340,87,IT015146c2v7gdip3e
862095300155914257,Italianway - Pontida 4 Bilo,27693585,Italianway,,BRERA,45.4798732,9.1825381,Entire home/apt,148,1,0,,,480,198,0,IT015146B4LVT6MLJ6
862095842978069741,"Monolocale Centro, Crocetta",21757477,Mariolina,,VIGENTINA,45.4533,9.19561,Entire home/apt,77,3,2,2025-04-13,0.14,1,58,1,IT015146C2M82U8JT6
862127375475982487,Charming Design Loft in Milano,12891712,Cristina,,DUOMO,45.457857013288994,9.182870162809634,Entire home/apt,107,2,14,2025-05-29,0.53,1,230,7,IT015146C26378NG43
862150966290503777,Ampio appartamento a 20 minuti dal centro,175849257,Classbnb,,GHISOLFA,45.48909985289795,9.163476362269716,Entire home/apt,169,1,32,2025-04-22,1.22,1,32,17,IT015146B4FVIO9B63
862212566178338058,PrimoPiano - Rasori,2504885,Simone,,PAGANO,45.46669188470617,9.161784194398455,Entire home/apt,114,2,13,2023-09-02,0.50,202,154,0,IT015146B4IA8AMGVW
862269975111912905,Appartamento nuovo e accogliente,508529855,Mivan,,PADOVA,45.50654,9.24847,Private room,80,31,9,2024-10-10,0.34,1,365,2,
862276807233183526,Modern and stylish loft in city center V Giornate,508532119,Lorenzo,,XXII MARZO,45.46144090000001,9.2096482,Entire home/apt,107,2,109,2025-06-08,4.23,30,91,49,IT015146B4ZNFBKHX2
862318754358849300,Easylife - Cozy residence a few steps from Duomo,9025189,Donato,,DUOMO,45.46290019681339,9.182717455963818,Entire home/apt,282,1,20,2025-06-02,0.76,345,224,8,IT015146B4T7JLJSOV
862321179946055172,Bright Two-room Apartment,331121073,Carola,,BUENOS AIRES - VENEZIA,45.4814751,9.211708000000002,Entire home/apt,200,31,0,,,1,363,0,
862322750482302811,Elegant House - Brera Milan Center [Wi-Fi Netflix],407208932,Viviana,,BRERA,45.480819904750945,9.183036759495737,Entire home/apt,120,2,71,2025-06-12,2.66,10,277,19,IT015146B4X7RAJ6UO
862325978419266588,Monolocale vicino al centro,39786373,Pasquale,,XXII MARZO,45.46308094074748,9.221537726629714,Entire home/apt,,31,2,2024-10-13,0.08,4,0,1,
862363639495815612,[Ihost Luxury Flat] - Sambuco 12,54050937,I-Host,,TICINESE,45.4532252,9.1815993,Entire home/apt,111,2,2,2023-06-04,0.08,136,233,0,IT015146B483A386NP
862388159767157734,LOFT GREEN with Private Parking space,361178074,Luca,,DERGANO,45.506949357577426,9.171500913798809,Entire home/apt,109,1,257,2025-06-04,9.59,2,329,106,IT015146C2RLIMY3TY
862398160923264379,Bilocale sul naviglio pavese,123598122,Giulia,,STADERA,45.4328181,9.1752365,Entire home/apt,140,31,6,2024-10-16,0.23,1,365,1,
862423121038546955,Stanza privata - Brenta-Corvetto,440555710,Roberto,,LODI - CORVETTO,45.4379809,9.219329799999999,Private room,47,31,0,,,1,179,0,
862437273741802881,tHE Mundial Studio [Isola] - Bosco Verticale View,502875742,Giorgio,,ISOLA,45.48544531553825,9.18976594517905,Entire home/apt,128,1,36,2025-04-11,1.36,18,338,5,IT015146C2XB7RJEWI
862698249880315302,Lussuoso e spazioso Loft a MiIano,451372999,Cristian,,BOVISA,45.5069907,9.166668099999999,Entire home/apt,99,1,30,2025-06-02,1.13,9,301,18,IT015146B4NNS7SC3Z
862728844412491299,Stanza Privata con Bagno in Camera - Bicocca,171768383,Donatella,,NIGUARDA - CA' GRANDA,45.51543,9.20441,Private room,85,1,51,2025-06-08,1.97,1,326,13,IT015146C2ENUIBERW
862731720741220963,Il Giardino Garden View Apartment w/ Washer Dryer,121642,Gea,,PAGANO,45.4673993915939,9.16314460000001,Entire home/apt,152,2,22,2025-06-05,0.86,1,323,9,IT015146C2PE86SUT
862732764029773416,Glamour House - Porta Vittoria/Linate,57306319,Rossella,,CORSICA,45.46186393106013,9.230476620055152,Entire home/apt,85,3,3,2023-09-25,0.13,1,104,0,IT015146C2WN9Y77FQ
862739258693132426,Cozy House in Naviglio Grande - hoMy Apartments,47127407,Nico,,NAVIGLI,45.4509763,9.1717642,Entire home/apt,,1,75,2025-05-30,2.81,1,0,35,IT015146C2BLVMVAJQ
862764836108730612,Italianway - Settala 51,27693585,Italianway,,BUENOS AIRES - VENEZIA,45.4821819,9.2075659,Entire home/apt,105,1,5,2025-04-08,0.19,480,233,2,IT015146B4Q66F8M58
862776593225046855,Lo sguardo su San Siro,508641380,Khl,,QUARTO CAGNINO,45.4750056,9.1150287,Entire home/apt,160,1,14,2023-11-29,0.53,9,89,0,IT015146B4P2VXQU7V
862792035004154102,Italianway - Vincenzo Monti 32,27693585,Italianway,,MAGENTA - S. VITTORE,45.4691749,9.1720468,Entire home/apt,131,1,13,2025-02-10,0.49,480,112,1,IT015146B4XHFRH8CM
862813932331343323,Camera Doppia con Bagno Privato,11732944,Davide,,BOVISA,45.5017868,9.1637231,Private room,110,2,3,2024-04-19,0.14,2,364,0,IT015146C2AMO57ZEF
862821926677495062,"""Tree House"". Stylish Loft in the heart of Milan",11013936,Olivia,,BUENOS AIRES - VENEZIA,45.473383871218545,9.209652319550514,Entire home/apt,125,2,143,2025-06-13,5.74,2,323,65,IT015146C2M8XLZFMG
862825994074965700,Appartamento con vista panoramica in centro,26040095,Gaudiana,,XXII MARZO,45.4632092,9.216220999999999,Entire home/apt,400,31,0,,,1,179,0,
862831858842785894,Camera Singola con Bagno Privato,11732944,Davide,,BOVISA,45.5017868,9.1637231,Private room,57,2,24,2025-06-13,0.91,2,363,9,IT015146C2AMO57ZEF
862958858116799846,BIG Deluxe Goldoni [Duomo-M4 Lin Aeroporto],505195777,Martina,,BUENOS AIRES - VENEZIA,45.4692174,9.2219357,Entire home/apt,114,1,54,2024-11-17,2.05,15,130,13,IT015146B4KKFQG7TV
862987353558903022,Comfortable and Modern Loft Close to Center,6360271,Riccardo,,XXII MARZO,45.46588,9.21078,Entire home/apt,162,1,62,2025-05-28,2.32,5,320,32,IT015146B4ZITXKWD4
863118973299541177,"Milan Design District loft, Via Tortona - 4 beds",24002046,Andrea,,TORTONA,45.4533687,9.1675775,Entire home/apt,109,1,138,2025-06-15,5.23,2,313,66,IT015146C2JLEVHTQ3
863120038548962160,2 Bedroom Apartment with Terrace - 6 Guests -Duomo,5053160,Laura,,GUASTALLA,45.4626785,9.1984914,Entire home/apt,710,1,15,2025-06-02,0.57,49,185,8,IT015146B4BN6Z9VM5
863125008234236592,Stylish Apartment with Terrace - 4 Guests - Duomo,5053160,Laura,,GUASTALLA,45.4626785,9.1984914,Entire home/apt,,1,4,2025-03-02,0.15,49,196,1,IT015146B42QV88QGB
863133524349078195,Ottimo Bilocale 20 min dal centr,493175074,Maurizio,,BUENOS AIRES - VENEZIA,45.478031561331086,9.215641741800914,Entire home/apt,457,31,0,,,3,365,0,
863153450898281281,Apartment with terrace,5780726,Dario,,BUENOS AIRES - VENEZIA,45.4760324,9.215679399999999,Entire home/apt,571,31,0,,,1,364,0,
863379169684510623,camera singola in appartamento,30099202,Vittorio,,BARONA,45.4332832,9.1543131,Private room,150,31,0,,,1,365,0,
863413153526240552,Bilocale San Siro di fronte Metro e vicino stadio,84416714,Ale,,S. SIRO,45.47579467567994,9.137666880950928,Entire home/apt,150,2,19,2025-06-01,1.34,1,172,16,IT015146C2KR56RFS7
